TransactionID,CustomerID,OrderDate,Amount,Email
T100973,CUST00034,04-10-2024,116.54,cust00034@example.com
T103085,CUST00220,29-02-2024,70.81,cust00220@example.com
T100883,CUST00031,30-08-2024,97.7,cust00031@example.com
T101098,CUST00039,18-05-2024,212.53,cust00039@example.com
T100156,CUST00005,18-10-2024,194.26,cust00005@example.com
T102818,CUST00181,10-08-2024,30.54,cust00181@example.com
T100886,CUST00031,19-10-2024,190.97,cust00031@example.com
T103312,,01-05-2024,50,orphan@example.com
T101966,CUST00099,26-08-2024,54.76,cust00099@example.com
T101512,CUST00066,04-10-2024,116.44,cust00066@example.com
T102739,CUST00170,15-11-2023,34.54,cust00170@example.com
T101850,CUST00090,15-06-2024,62.87,cust00090@example.com
T102802,CUST00179,30-04-2024,86.62,cust00179@example.com
T102535,CUST00136,25-01-2024,80.05,cust00136@example.com
T101818,CUST00088,21-02-2024,89.97,cust00088@example.com
T101453,CUST00061,20-04-2024,85.65,cust00061@example.com
T101505,CUST00066,23-04-2024,71.91,cust00066@example.com
T102018,CUST00102,12-07-2024,41.75,cust00102@example.com
T102928,CUST00198,18-03-2024,75.25,cust00198@example.com
T100458,CUST00016,04-07-2024,89.57,cust00016@example.com
T103188,CUST00253,08-11-2023,52.29,cust00253@example.com
T100078,CUST00003,07-08-2024,140.94,cust00003@example.com
T103220,CUST00263,03-11-2023,38.17,cust00263@example.com
T102302,CUST00121,27-07-2024,81.01,cust00121@example.com
T101056,CUST00038,06-05-2024,210.42,cust00038@example.com
T100906,CUST00032,06-07-2024,218.97,cust00032@example.com
T101933,CUST00096,11-04-2024,88.28,cust00096@example.com
T102453,CUST00130,16-08-2024,67.78,cust00130@example.com
T102978,CUST00206,17-06-2024,72.22,cust00206@example.com
T100380,CUST00012,02-09-2024,100.09,cust00012@example.com
T100947,CUST00033,30-03-2024,233,cust00033@example.com
T102078,CUST00106,02-05-2024,118.8,cust00106@example.com
T102225,CUST00116,30-03-2024,77.5,cust00116@example.com
T100715,CUST00025,09-12-2024,238.02,cust00025@example.com
T102215,CUST00115,06-08-2024,64.38,cust00115@example.com
T100686,CUST00024,20-03-2024,177.17,cust00024@example.com
T102835,CUST00183,20-01-2024,85.17,cust00183@example.com
T101293,CUST00049,29-03-2024,95.16,cust00049@example.com
T100305,CUST00010,01-08-2024,245.89,cust00010@example.com
T100209,CUST00007,24-11-2024,107.34,cust00007@example.com
T101835,CUST00089,13-09-2024,92.52,cust00089@example.com
T102460,CUST00131,31-07-2024,119.51,cust00131@example.com
T103288,CUST00290,16-08-2023,55.58,cust00290@example.com
T102742,CUST00171,12-03-2024,41.75,cust00171@example.com
T100885,CUST00031,25-03-2024,110.35,cust00031@example.com
T102012,CUST00101,20-06-2024,112.51,cust00101@example.com
T100917,CUST00032,27-05-2024,241.24,cust00032@example.com
T102488,CUST00133,03-03-2024,87.1,cust00133@example.com
T102370,CUST00125,28-08-2024,92.18,cust00125@example.com
T100191,CUST00007,24-03-2024,232.53,cust00007@example.com
T102099,CUST00107,15-06-2024,71.68,cust00107@example.com
T103017,CUST00211,07-06-2024,54.27,cust00211@example.com
T101265,CUST00047,20-07-2024,45.8,cust00047@example.com
T100483,CUST00016,23-09-2024,186.68,cust00016@example.com
T100915,CUST00032,10-06-2024,154.14,cust00032@example.com
T102871,CUST00189,16-01-2024,86.79,cust00189@example.com
T100277,CUST00009,31-05-2024,190.49,cust00009@example.com
T100988,CUST00035,03-10-2024,121.89,cust00035@example.com
T102168,CUST00112,27-04-2024,94.09,cust00112@example.com
T101245,CUST00046,27-05-2024,90.1,cust00046@example.com
T102004,CUST00101,14-03-2024,61.76,cust00101@example.com
T100571,CUST00019,08-07-2024,213.22,cust00019@example.com
T101435,CUST00060,04-11-2024,42.4,cust00060@example.com
T100993,CUST00035,22-07-2024,180.34,cust00035@example.com
T102899,CUST00193,25-07-2024,32.25,cust00193@example.com
T101729,CUST00080,11-03-2024,89.22,cust00080@example.com
T100585,CUST00020,26-11-2024,120.82,cust00020@example.com
T103249,CUST00275,02-10-2023,43.41,cust00275@example.com
T102389,CUST00126,18-10-2024,95.07,cust00126@example.com
T103307,CUST00299,24-02-2024,18.09,cust00299@example.com
T101349,CUST00053,25-04-2024,43.21,cust00053@example.com
T101007,CUST00035,24-07-2024,224.36,cust00035@example.com
T100674,CUST00023,21-12-2024,149.77,cust00023@example.com
T103266,CUST00282,22-09-2023,36.34,cust00282@example.com
T100855,CUST00030,05-12-2024,112.42,cust00030@example.com
T100447,CUST00015,17-07-2024,208.07,cust00015@example.com
T102396,CUST00127,27-10-2024,52.36,cust00127@example.com
T100865,CUST00030,31-08-2024,175.14,cust00030@example.com
T101992,CUST00100,27-09-2024,88.82,cust00100@example.com
T102503,CUST00134,16-05-2024,116.48,cust00134@example.com
T102955,CUST00202,15-10-2024,71.68,cust00202@example.com
T102636,CUST00152,26-07-2024,87.96,cust00152@example.com
T102080,CUST00106,13-12-2024,42.17,cust00106@example.com
T102131,CUST00109,25-08-2024,41.01,cust00109@example.com
T102951,CUST00202,28-02-2024,71.83,cust00202@example.com
T102750,CUST00172,09-04-2024,53.29,cust00172@example.com
T101247,CUST00046,07-10-2024,42.6,cust00046@example.com
T100294,CUST00009,11-05-2024,101.6,cust00009@example.com
T101547,CUST00069,30-04-2024,84.02,cust00069@example.com
T100588,CUST00020,27-08-2024,101.77,cust00020@example.com
T101281,CUST00048,06-11-2024,96.2,cust00048@example.com
T103036,CUST00213,15-05-2024,55.92,cust00213@example.com
T102144,CUST00111,11-04-2024,77.69,cust00111@example.com
T103282,CUST00287,15-10-2023,53.47,cust00287@example.com
T101909,CUST00094,03-08-2024,51.91,cust00094@example.com
T102412,CUST00127,04-12-2024,78.85,cust00127@example.com
T101764,CUST00083,05-07-2024,52,cust00083@example.com
T102603,CUST00146,24-03-2024,49.06,cust00146@example.com
T101417,CUST00058,09-11-2024,49.77,cust00058@example.com
T100425,CUST00014,22-10-2024,173.42,cust00014@example.com
T100534,CUST00018,02-03-2024,210.73,cust00018@example.com
T101054,CUST00037,23-12-2024,249.65,cust00037@example.com
T103255,CUST00277,25-01-2024,21.43,cust00277@example.com
T103222,CUST00265,02-08-2023,18.76,cust00265@example.com
T101763,CUST00083,30-09-2024,79.06,cust00083@example.com
T100132,CUST00005,07-04-2024,100.38,cust00005@example.com
T100006,CUST00001,27-03-2024,89.87,cust00001@example.com
T102941,CUST00200,15-08-2024,66.09,cust00200@example.com
T100421,CUST00014,18-05-2024,214.24,cust00014@example.com
T101690,CUST00077,28-02-2024,53.99,cust00077@example.com
T102938,CUST00200,12-06-2024,87.13,cust00200@example.com
T102256,CUST00118,06-09-2024,81.4,cust00118@example.com
T101947,CUST00097,28-08-2024,51.8,cust00097@example.com
T101716,CUST00079,25-11-2024,44.62,cust00079@example.com
T101368,CUST00054,10-11-2024,54.37,cust00054@example.com
T100556,CUST00019,27-04-2024,102.78,cust00019@example.com
T102817,CUST00181,27-10-2024,30.73,cust00181@example.com
T102439,CUST00130,03-10-2024,52.33,cust00130@example.com
T102993,CUST00208,17-08-2024,53.79,cust00208@example.com
T102959,CUST00203,10-04-2024,78.42,cust00203@example.com
T101876,CUST00092,15-06-2024,87.23,cust00092@example.com
T100570,CUST00019,11-06-2024,167.38,cust00019@example.com
T100352,CUST00012,20-10-2024,191.98,cust00012@example.com
T100091,CUST00004,27-03-2024,201.25,cust00004@example.com
T102351,CUST00124,09-06-2024,113.06,cust00124@example.com
T102801,CUST00179,14-01-2024,84.47,cust00179@example.com
T101170,CUST00042,24-10-2024,184.88,cust00042@example.com
T101840,CUST00090,06-11-2024,69.77,cust00090@example.com
T101285,CUST00048,26-11-2024,81.42,cust00048@example.com
T103087,CUST00220,17-04-2024,30.92,cust00220@example.com
T102096,CUST00107,22-09-2024,86.21,cust00107@example.com
T101813,CUST00088,31-05-2024,41.68,cust00088@example.com
T101789,CUST00085,27-09-2024,81.47,cust00085@example.com
T101591,CUST00072,22-05-2024,119.3,cust00072@example.com
T101825,CUST00089,18-02-2024,82.42,cust00089@example.com
T100697,CUST00024,26-10-2024,178.81,cust00024@example.com
T102769,CUST00175,03-01-2024,70.78,cust00175@example.com
T100348,CUST00011,13-12-2024,143.68,cust00011@example.com
T103067,CUST00218,31-10-2023,87.9,cust00218@example.com
T102594,CUST00145,09-12-2023,38.57,cust00145@example.com
T102685,CUST00160,16-02-2024,31.16,cust00160@example.com
T102402,CUST00127,23-03-2024,72.77,cust00127@example.com
T101137,CUST00041,12-07-2024,164.17,cust00041@example.com
T102124,CUST00109,08-10-2024,118.73,cust00109@example.com
T103135,CUST00232,30-04-2024,42.76,cust00232@example.com
T103133,CUST00230,19-09-2023,39.49,cust00230@example.com
T103117,CUST00224,10-04-2024,30.82,cust00224@example.com
T101711,CUST00079,27-02-2024,44.91,cust00079@example.com
T101339,CUST00052,12-06-2024,42.45,cust00052@example.com
T102751,CUST00172,26-04-2024,70.45,cust00172@example.com
T100453,CUST00015,30-04-2024,234.08,cust00015@example.com
T100913,CUST00032,23-08-2024,149.6,cust00032@example.com
T102233,CUST00117,20-02-2024,108.18,cust00117@example.com
T101199,CUST00043,21-11-2024,102.11,cust00043@example.com
T101274,CUST00048,06-06-2024,78.44,cust00048@example.com
T102164,CUST00112,03-06-2024,77.7,cust00112@example.com
T100037,CUST00002,06-05-2024,96.6,cust00002@example.com
T100974,CUST00034,22-11-2024,85.3,cust00034@example.com
T103063,CUST00217,02-07-2024,67.42,cust00217@example.com
T100983,CUST00034,11-05-2024,92.77,cust00034@example.com
T101249,CUST00046,02-11-2024,89.33,cust00046@example.com
T102227,CUST00116,20-10-2024,87.87,cust00116@example.com
T101418,CUST00058,17-07-2024,76.18,cust00058@example.com
T101284,CUST00048,01-11-2024,66.12,cust00048@example.com
T103205,CUST00259,21-10-2023,52.71,cust00259@example.com
T100039,CUST00002,25-10-2024,154.83,cust00002@example.com
T101486,CUST00064,14-04-2024,71.69,cust00064@example.com
T102120,CUST00109,31-08-2024,104.29,cust00109@example.com
T100169,CUST00006,13-05-2024,180.45,cust00006@example.com
T101355,CUST00054,18-04-2024,109.87,cust00054@example.com
T100737,CUST00026,04-12-2024,218.82,cust00026@example.com
T102985,CUST00207,04-05-2024,88.02,cust00207@example.com
T102982,CUST00206,26-04-2024,72.29,cust00206@example.com
T101672,CUST00077,13-06-2024,109.44,cust00077@example.com
T101564,CUST00070,31-03-2024,105.81,cust00070@example.com
T102186,CUST00113,11-10-2024,109.7,cust00113@example.com
T100634,CUST00021,06-10-2024,98.22,cust00021@example.com
T102927,CUST00198,05-05-2024,89.09,cust00198@example.com
T102196,CUST00113,19-03-2024,76.83,cust00113@example.com
T101640,CUST00075,28-05-2024,83.2,cust00075@example.com
T101290,CUST00049,24-06-2024,71.75,cust00049@example.com
T102585,CUST00144,18-07-2024,67.49,cust00144@example.com
T101380,CUST00055,18-09-2024,53.08,cust00055@example.com
T100579,CUST00020,05-05-2024,123.9,cust00020@example.com
T100328,CUST00011,25-08-2024,151.33,cust00011@example.com
T102025,CUST00103,03-11-2024,60.81,cust00103@example.com
T100892,CUST00031,13-08-2024,221.14,cust00031@example.com
T101143,CUST00041,23-05-2024,176.17,cust00041@example.com
T100780,CUST00027,27-05-2024,197.97,cust00027@example.com
T101937,CUST00096,12-08-2024,106,cust00096@example.com
T100159,CUST00006,04-04-2024,203.8,cust00006@example.com
T101913,CUST00095,19-07-2024,69.46,cust00095@example.com
T102358,CUST00125,25-11-2024,82.72,cust00125@example.com
T103143,CUST00235,14-12-2023,39.22,cust00235@example.com
T100061,CUST00003,08-08-2024,126.13,cust00003@example.com
T100849,CUST00030,04-12-2024,181.22,cust00030@example.com
T102359,CUST00125,02-11-2024,51.37,cust00125@example.com
T103196,CUST00256,18-07-2023,57.35,cust00256@example.com
T101985,CUST00100,29-02-2024,46.45,cust00100@example.com
T101596,CUST00073,06-03-2024,61.93,cust00073@example.com
T101776,CUST00084,22-07-2024,95.05,cust00084@example.com
T101043,CUST00037,10-07-2024,186.4,cust00037@example.com
T102758,CUST00173,24-05-2024,72.46,cust00173@example.com
T101544,CUST00068,28-03-2024,117.03,cust00068@example.com
T102206,CUST00115,04-07-2024,62.4,cust00115@example.com
T101995,CUST00100,03-04-2024,92.56,cust00100@example.com
T101070,CUST00038,01-05-2024,130.37,cust00038@example.com
T100053,CUST00002,06-11-2024,232.12,cust00002@example.com
T103193,CUST00255,24-07-2023,29.7,cust00255@example.com
T102697,CUST00163,29-08-2024,48.71,cust00163@example.com
T101797,CUST00086,08-04-2024,45.77,cust00086@example.com
T100258,CUST00008,25-11-2024,176.91,cust00008@example.com
T100505,CUST00017,04-08-2024,107.64,cust00017@example.com
T100752,CUST00026,01-08-2024,186.71,cust00026@example.com
T102236,CUST00117,26-11-2024,111.38,cust00117@example.com
T100217,CUST00007,10-05-2024,206.9,cust00007@example.com
T100824,CUST00029,11-11-2024,171.36,cust00029@example.com
T102676,CUST00160,30-11-2023,52.07,cust00160@example.com
T100000,CUST00001,19-12-2024,143.67,cust00001@example.com
T102896,CUST00193,11-08-2024,62.35,cust00193@example.com
T101389,CUST00056,21-09-2024,76.3,cust00056@example.com
T102765,CUST00174,01-08-2024,87.48,cust00174@example.com
T101266,CUST00047,24-04-2024,71.4,cust00047@example.com
T102725,CUST00167,12-02-2024,48.17,cust00167@example.com
T102077,CUST00106,13-03-2024,76.1,cust00106@example.com
T101598,CUST00073,15-10-2024,46.85,cust00073@example.com
T102268,CUST00119,20-11-2024,58.99,cust00119@example.com
T101607,CUST00073,17-10-2024,104.03,cust00073@example.com
T102022,CUST00102,22-12-2024,114.95,cust00102@example.com
T100771,CUST00027,14-12-2024,223.9,cust00027@example.com
T103189,CUST00253,23-03-2024,50.52,cust00253@example.com
T103049,CUST00215,04-08-2024,45.86,cust00215@example.com
T101176,CUST00042,31-03-2024,212.57,cust00042@example.com
T102966,CUST00204,11-03-2024,73.62,cust00204@example.com
T101868,CUST00092,05-03-2024,50.54,cust00092@example.com
T101085,CUST00039,30-03-2024,159.46,cust00039@example.com
T103091,CUST00221,08-02-2024,87.45,cust00221@example.com
T101898,CUST00094,29-05-2024,68.43,cust00094@example.com
T101325,CUST00051,11-05-2024,66.95,cust00051@example.com
T102348,CUST00124,12-03-2024,87.49,cust00124@example.com
T101925,CUST00096,05-05-2024,47.44,cust00096@example.com
T100806,CUST00029,14-12-2024,238.84,cust00029@example.com
T102029,CUST00103,14-09-2024,92.33,cust00103@example.com
T101403,CUST00057,31-10-2024,98.91,cust00057@example.com
T102059,CUST00104,23-08-2024,83.63,cust00104@example.com
T102882,CUST00191,09-06-2024,42.42,cust00191@example.com
T102365,CUST00125,08-07-2024,43.5,cust00125@example.com
T102194,CUST00113,12-06-2024,48.88,cust00113@example.com
T101163,CUST00042,20-04-2024,206.4,cust00042@example.com
T100963,CUST00034,02-07-2024,146.18,cust00034@example.com
T103207,CUST00259,08-11-2023,48.68,cust00259@example.com
T100816,CUST00029,01-05-2024,180.52,cust00029@example.com
T100398,CUST00013,30-10-2024,207.65,cust00013@example.com
T100584,CUST00020,08-09-2024,187.68,cust00020@example.com
T100948,CUST00033,14-12-2024,228.56,cust00033@example.com
T100704,CUST00024,02-04-2024,90.77,cust00024@example.com
T100431,CUST00014,01-06-2024,209.46,cust00014@example.com
T101688,CUST00077,24-11-2024,88.5,cust00077@example.com
T100292,CUST00009,24-11-2024,219.84,cust00009@example.com
T100145,CUST00005,18-07-2024,86.27,cust00005@example.com
T100323,CUST00011,09-07-2024,127.59,cust00011@example.com
T102861,CUST00187,29-03-2024,46.95,cust00187@example.com
T102337,CUST00123,16-02-2024,69.52,cust00123@example.com
T101165,CUST00042,20-11-2024,219.05,cust00042@example.com
T101452,CUST00061,04-08-2024,109.51,cust00061@example.com
T100002,CUST00001,28-08-2024,204.44,cust00001@example.com
T101712,CUST00079,21-09-2024,102.46,cust00079@example.com
T100576,CUST00019,11-06-2024,105,cust00019@example.com
T102547,CUST00138,12-11-2023,54.45,cust00138@example.com
T100339,CUST00011,19-05-2024,96.63,cust00011@example.com
T101382,CUST00055,24-04-2024,117.55,cust00055@example.com
T103045,CUST00215,17-05-2024,72.27,cust00215@example.com
T100925,CUST00032,05-12-2024,83.82,cust00032@example.com
T100265,CUST00008,25-11-2024,205.93,cust00008@example.com
T100376,CUST00012,30-10-2024,223.63,cust00012@example.com
T102593,CUST00145,04-01-2024,61.21,cust00145@example.com
T101771,CUST00084,12-10-2024,102.8,cust00084@example.com
T101463,CUST00062,12-04-2024,92.63,cust00062@example.com
T100271,CUST00009,31-10-2024,217.72,cust00009@example.com
T100696,CUST00024,18-07-2024,129.07,cust00024@example.com
T103286,CUST00290,17-07-2023,32.45,cust00290@example.com
T100244,CUST00008,06-05-2024,82.63,cust00008@example.com
T103110,CUST00224,30-05-2024,68.26,cust00224@example.com
T100476,CUST00016,01-06-2024,92.55,cust00016@example.com
T102822,CUST00182,04-06-2024,68.06,cust00182@example.com
T102084,CUST00106,04-09-2024,83.1,cust00106@example.com
T100813,CUST00029,07-03-2024,236.54,cust00029@example.com
T103020,CUST00211,26-04-2024,47.15,cust00211@example.com
T101914,CUST00095,29-08-2024,75.89,cust00095@example.com
T102069,CUST00105,02-11-2024,66.42,cust00105@example.com
T102805,CUST00179,11-09-2024,88.64,cust00179@example.com
T103079,CUST00219,16-07-2024,86.68,cust00219@example.com
T103263,CUST00280,25-06-2023,15.82,cust00280@example.com
T101164,CUST00042,14-05-2024,107.33,cust00042@example.com
T101804,CUST00087,31-03-2024,67.98,cust00087@example.com
T102404,CUST00127,19-10-2024,94.17,cust00127@example.com
T100250,CUST00008,18-09-2024,130.06,cust00008@example.com
T100413,CUST00014,16-08-2024,177.48,cust00014@example.com
T100545,CUST00018,22-03-2024,140.89,cust00018@example.com
T101193,CUST00043,21-05-2024,185.56,cust00043@example.com
T100738,CUST00026,15-10-2024,154.65,cust00026@example.com
T100310,CUST00010,29-03-2024,154.63,cust00010@example.com
T102514,CUST00135,27-05-2024,90.13,cust00135@example.com
T100893,CUST00031,03-06-2024,147.52,cust00031@example.com
T101131,CUST00041,29-10-2024,164.3,cust00041@example.com
T101449,CUST00061,11-11-2024,94.66,cust00061@example.com
T103213,CUST00261,08-11-2023,46.23,cust00261@example.com
T100015,CUST00001,18-12-2024,111.18,cust00001@example.com
T102216,CUST00115,28-02-2024,106.35,cust00115@example.com
T100721,CUST00025,10-11-2024,110.81,cust00025@example.com
T101420,CUST00058,13-06-2024,65.29,cust00058@example.com
T102910,CUST00195,13-07-2024,43.82,cust00195@example.com
T100981,CUST00034,10-05-2024,211.06,cust00034@example.com
T102332,CUST00123,15-07-2024,88.3,cust00123@example.com
T101539,CUST00068,19-03-2024,82.01,cust00068@example.com
T102798,CUST00178,24-06-2024,88.87,cust00178@example.com
T101911,CUST00094,26-02-2024,110.13,cust00094@example.com
T101550,CUST00069,18-06-2024,116.11,cust00069@example.com
T103118,CUST00224,29-06-2024,44.9,cust00224@example.com
T100363,CUST00012,30-05-2024,172.75,cust00012@example.com
T100982,CUST00034,24-08-2024,98.12,cust00034@example.com
T100182,CUST00006,04-09-2024,237.2,cust00006@example.com
T100985,CUST00034,28-12-2024,164.23,cust00034@example.com
T102241,CUST00118,03-07-2024,42.77,cust00118@example.com
T101194,CUST00043,18-07-2024,87.78,cust00043@example.com
T102112,CUST00108,07-08-2024,54.74,cust00108@example.com
T102470,CUST00132,23-04-2024,58.22,cust00132@example.com
T101121,CUST00040,06-03-2024,242.46,cust00040@example.com
T102483,CUST00133,25-10-2024,51.9,cust00133@example.com
T100187,CUST00006,11-04-2024,174.38,cust00006@example.com
T100619,CUST00021,02-12-2024,207.2,cust00021@example.com
T101988,CUST00100,10-03-2024,74.95,cust00100@example.com
T101175,CUST00042,15-06-2024,171.8,cust00042@example.com
T101182,CUST00043,06-09-2024,187.55,cust00043@example.com
T102708,CUST00164,16-06-2024,31.05,cust00164@example.com
T102438,CUST00130,06-04-2024,83.31,cust00130@example.com
T100614,CUST00021,21-08-2024,228.51,cust00021@example.com
T101513,CUST00066,14-03-2024,41.46,cust00066@example.com
T101466,CUST00062,22-03-2024,118.17,cust00062@example.com
T100401,CUST00013,06-03-2024,233.43,cust00013@example.com
T100994,CUST00035,19-05-2024,141.37,cust00035@example.com
T100934,CUST00033,06-06-2024,109.19,cust00033@example.com
T100371,CUST00012,07-07-2024,83.1,cust00012@example.com
T102885,CUST00191,13-08-2024,86.45,cust00191@example.com
T102399,CUST00127,25-04-2024,90.95,cust00127@example.com
T100593,CUST00020,28-10-2024,138.76,cust00020@example.com
T102310,CUST00122,02-07-2024,80.59,cust00122@example.com
T100726,CUST00025,01-05-2024,103.76,cust00025@example.com
T100826,CUST00029,02-07-2024,138.88,cust00029@example.com
T101521,CUST00067,24-05-2024,114.75,cust00067@example.com
T102254,CUST00118,25-03-2024,110.32,cust00118@example.com
T100687,CUST00024,10-07-2024,127.6,cust00024@example.com
T103180,CUST00249,04-12-2023,19.97,cust00249@example.com
T100136,CUST00005,01-10-2024,168.19,cust00005@example.com
T102752,CUST00172,17-03-2024,45.59,cust00172@example.com
T100628,CUST00021,22-05-2024,86.24,cust00021@example.com
T100334,CUST00011,30-12-2024,87.82,cust00011@example.com
T101805,CUST00087,13-04-2024,101.97,cust00087@example.com
T100390,CUST00013,23-11-2024,248.39,cust00013@example.com
T103248,CUST00274,06-08-2023,54.17,cust00274@example.com
T101109,CUST00040,15-11-2024,106.16,cust00040@example.com
T102936,CUST00200,28-04-2024,76.84,cust00200@example.com
T101817,CUST00088,17-02-2024,101.54,cust00088@example.com
T102355,CUST00124,15-10-2024,49.64,cust00124@example.com
T102981,CUST00206,10-06-2024,44.1,cust00206@example.com
T100710,CUST00024,25-06-2024,209.24,cust00024@example.com
T101039,CUST00037,07-10-2024,133.6,cust00037@example.com
T102177,CUST00112,03-08-2024,91.43,cust00112@example.com
T103094,CUST00221,08-06-2024,41.31,cust00221@example.com
T102867,CUST00189,03-06-2024,75.53,cust00189@example.com
T101561,CUST00069,04-12-2024,58.95,cust00069@example.com
T103148,CUST00237,05-09-2023,50.43,cust00237@example.com
T103047,CUST00215,28-08-2024,50.79,cust00215@example.com
T101945,CUST00097,26-11-2024,81.38,cust00097@example.com
T101594,CUST00072,26-03-2024,97.95,cust00072@example.com
T103146,CUST00236,13-05-2023,55.29,cust00236@example.com
T102786,CUST00177,28-09-2024,87.64,cust00177@example.com
T101112,CUST00040,06-12-2024,118.05,cust00040@example.com
T100465,CUST00016,10-12-2024,143.73,cust00016@example.com
T101560,CUST00069,19-10-2024,68.27,cust00069@example.com
T101223,CUST00045,08-09-2024,240.41,cust00045@example.com
T102218,CUST00116,15-04-2024,109.82,cust00116@example.com
T103279,CUST00286,24-04-2023,50.62,cust00286@example.com
T102596,CUST00145,30-11-2023,46.28,cust00145@example.com
T101508,CUST00066,09-11-2024,88.63,cust00066@example.com
T101750,CUST00082,10-07-2024,82.82,cust00082@example.com
T101104,CUST00039,01-07-2024,249.13,cust00039@example.com
T100660,CUST00023,10-08-2024,140.54,cust00023@example.com
T102014,CUST00102,14-06-2024,82.59,cust00102@example.com
T102968,CUST00204,07-09-2024,86.83,cust00204@example.com
T100338,CUST00011,10-10-2024,160.61,cust00011@example.com
T100215,CUST00007,19-09-2024,120.33,cust00007@example.com
T101615,CUST00074,15-04-2024,93.56,cust00074@example.com
T101341,CUST00052,10-08-2024,77.01,cust00052@example.com
T102780,CUST00176,11-08-2024,33,cust00176@example.com
T102605,CUST00146,19-01-2024,60.67,cust00146@example.com
T103101,CUST00223,14-06-2024,74.9,cust00223@example.com
T101846,CUST00090,10-09-2024,49.72,cust00090@example.com
T101592,CUST00072,15-06-2024,50.27,cust00072@example.com
T102538,CUST00137,03-10-2024,75.21,cust00137@example.com
T102063,CUST00105,27-03-2024,76.74,cust00105@example.com
T102246,CUST00118,21-05-2024,45.09,cust00118@example.com
T100101,CUST00004,19-04-2024,188.19,cust00004@example.com
T102383,CUST00126,23-05-2024,74.48,cust00126@example.com
T100171,CUST00006,26-08-2024,82.82,cust00006@example.com
T100107,CUST00004,25-05-2024,208.44,cust00004@example.com
T102330,CUST00123,14-02-2024,60.61,cust00123@example.com
T103300,CUST00295,06-08-2023,34.51,cust00295@example.com
T102440,CUST00130,18-09-2024,84.3,cust00130@example.com
T102221,CUST00116,05-07-2024,83.26,cust00116@example.com
T102258,CUST00118,06-09-2024,65.36,cust00118@example.com
T102228,CUST00116,13-04-2024,63.78,cust00116@example.com
T102495,CUST00134,28-10-2024,79.39,cust00134@example.com
T102588,CUST00144,01-02-2024,44.52,cust00144@example.com
T102845,CUST00185,03-10-2024,51.43,cust00185@example.com
T101040,CUST00037,21-08-2024,171.71,cust00037@example.com
T101524,CUST00067,29-10-2024,78.87,cust00067@example.com
T102831,CUST00183,28-04-2024,69.75,cust00183@example.com
T100481,CUST00016,19-05-2024,198.28,cust00016@example.com
T102416,CUST00128,01-08-2024,70.74,cust00128@example.com
T102457,CUST00131,06-07-2024,90.1,cust00131@example.com
T101762,CUST00083,21-06-2024,47.85,cust00083@example.com
T102709,CUST00164,10-09-2024,47.6,cust00164@example.com
T102809,CUST00180,20-08-2024,73.1,cust00180@example.com
T102297,CUST00121,09-08-2024,42.94,cust00121@example.com
T100405,CUST00013,20-05-2024,232.24,cust00013@example.com
T100757,CUST00026,11-11-2024,170.69,cust00026@example.com
T102512,CUST00135,29-04-2024,75.87,cust00135@example.com
T100097,CUST00004,25-06-2024,152.68,cust00004@example.com
T101333,CUST00052,22-03-2024,119.71,cust00052@example.com
T103199,CUST00257,03-12-2023,32.67,cust00257@example.com
T103062,CUST00217,13-07-2024,65.94,cust00217@example.com
T102185,CUST00113,22-03-2024,115.06,cust00113@example.com
T102058,CUST00104,21-03-2024,92.08,cust00104@example.com
T102334,CUST00123,23-10-2024,49.16,cust00123@example.com
T100148,CUST00005,21-08-2024,88.75,cust00005@example.com
T100028,CUST00001,13-10-2024,180.71,cust00001@example.com
T102271,CUST00119,28-07-2024,70.76,cust00119@example.com
T102260,CUST00119,18-03-2024,101.91,cust00119@example.com
T100692,CUST00024,20-08-2024,166.29,cust00024@example.com
T101386,CUST00056,26-06-2024,101.88,cust00056@example.com
T101845,CUST00090,06-04-2024,59.26,cust00090@example.com
T102274,CUST00119,19-11-2024,116.04,cust00119@example.com
T101599,CUST00073,23-04-2024,111.54,cust00073@example.com
T100701,CUST00024,07-09-2024,88.81,cust00024@example.com
T101708,CUST00079,30-06-2024,89.57,cust00079@example.com
T100454,CUST00015,03-10-2024,98.9,cust00015@example.com
T102040,CUST00103,17-09-2024,108.05,cust00103@example.com
T102321,CUST00122,06-09-2024,97.12,cust00122@example.com
T100609,CUST00021,04-03-2024,197.37,cust00021@example.com
T100167,CUST00006,20-05-2024,111.71,cust00006@example.com
T100730,CUST00025,06-12-2024,107.93,cust00025@example.com
T102392,CUST00126,20-04-2024,74.44,cust00126@example.com
T102967,CUST00204,20-08-2024,63.72,cust00204@example.com
T102291,CUST00121,04-05-2024,62.45,cust00121@example.com
T101622,CUST00074,06-05-2024,84.98,cust00074@example.com
T100587,CUST00020,16-12-2024,101.91,cust00020@example.com
T101401,CUST00057,07-11-2024,53.41,cust00057@example.com
T101700,CUST00078,02-05-2024,117.27,cust00078@example.com
T102422,CUST00128,23-09-2024,100.5,cust00128@example.com
T102619,CUST00148,25-08-2024,48.8,cust00148@example.com
T101379,CUST00055,06-03-2024,87.44,cust00055@example.com
T102089,CUST00106,01-07-2024,70.43,cust00106@example.com
T102876,CUST00190,24-04-2024,59.85,cust00190@example.com
T102174,CUST00112,25-02-2024,58.17,cust00112@example.com
T102696,CUST00162,03-07-2024,70.65,cust00162@example.com
